"","budget","id","original_language","popularity","revenue","runtime","status","title","vote_average","vote_count","genre_1","genre_2","prodcomp_1","prodcount_1","release_year","release_month"
"3734",1,361505,"en",0.094105,NA,90,"Released","Me You and Five Bucks",10,2,"Romance","Comedy",NA,NA,2015,"07"
"3735",1500000,104755,"en",14.504326,1165882,101,"Released","The Lords of Salem",5.1,242,"Horror","Thriller","Alliance Films","Canada",2012,"09"
"3736",45699086.9354303,253306,"en",10.322858,NA,109,"Released","Housebound",6.5,358,"Horror","Comedy","Semi-Professional","New Zealand",2014,"09"
"3737",51090392.2891751,29595,"en",1.404175,NA,98,"Released","Wal-Mart: The High Cost of Low Price",6.9,24,"Documentary",NA,"Brave New Films","United States of America",2005,"11"
"3738",1,46729,"en",0.077876,NA,87,"Released","Fetching Cody",6.8,6,"Comedy","Drama","Cheap and Dirty Productions Inc.",NA,2005,"10"
"3739",55604417.0805021,294600,"en",0.35819,NA,98,"Released","Last I Heard",6,1,"Drama","Comedy",NA,NA,2013,"01"
"3740",9e+06,137347,"en",9.159265,NA,112,"Released","Closer to the Moon",6.4,13,"Comedy","Drama","Mandragora Movies","Italy",2013,"11"
"3741",77768648.9594363,290370,"en",1.893697,1500000,85,"Released","Mutant World",2.6,9,"Science Fiction",NA,"Nomadic Pictures","Canada",2014,"09"
"3742",70123612.4524086,426469,"en",0.71087,NA,102,"Released","Growing Up Smith",7.4,7,"Comedy","Family",NA,NA,2017,"02"
"3743",53645086.2124033,356841,"en",1.105357,NA,102,"Released","Checkmate",4.2,13,"Thriller","Action","Status Media & Entertainment","United States of America",2015,"07"
"3744",1500000,301325,"de",2.815228,NA,90,"Released","#Horror",3.3,52,"Drama","Mystery","AST Studios","United States of America",2015,"11"
"3745",34702315.1467585,347755,"en",0.446858,NA,93,"Released","Wind Walkers",7.5,6,"Action","Horror",NA,"United States of America",2016,"01"
"3746",1400000,44413,"es",0.684881,NA,106,"Released","The Holy Girl",6.8,10,"Drama","Foreign","R&C Produzioni","Argentina",2004,"05"
"3747",1455000,39209,"en",3.598457,2620000,113,"Released","Shalako",5.4,12,"Western",NA,"Central Cinema Company Film","United States of America",1968,"11"
"3748",1,48463,"en",1.452152,NA,94,"Released","Incident at Loch Ness",5.9,18,"Adventure","Comedy",NA,NA,2004,"12"
"3749",2e+06,394047,"en",1.193219,NA,101,"Released","The Dog Lover",5.3,6,"Drama",NA,"ESX Productions","United States of America",2016,"07"
"3750",3150000,312791,"en",8.039223,NA,100,"Released","GirlHouse",5.2,97,"Horror","Thriller","Brookstreet Pictures","Canada",2014,"10"
"3751",25779238.8902226,266034,"fr",2.486992,NA,75,"Released","The Blue Room",6.2,32,"Drama","Crime","Alfama Films","France",2014,"05"
"3752",51208333.0476546,280381,"en",0.43049,NA,91,"Released","House at the End of the Drive",0,0,"Thriller","Horror","Allure Entertainment","United States of America",2014,"01"
"3753",1377800,2661,"en",9.815394,NA,105,"Released","Batman",6.1,203,"Family","Adventure","Twentieth Century Fox Film Corporation","United States of America",1966,"07"
"3754",1350000,100,"en",16.032594,3897569,105,"Released","Lock, Stock and Two Smoking Barrels",7.5,1648,"Comedy","Crime","Handmade Films Ltd.","United Kingdom",1998,"03"
"3755",35103917.5702086,218500,"en",0.592821,NA,104,"Released","The Ballad of Gregorio Cortez",0,0,"Western",NA,"Moctesuma Esparza Productions","United States of America",1983,"08"
"3756",1300000,309,"da",10.240917,NA,105,"Released","The Celebration",7.7,207,"Drama",NA,"Nordic Film","Denmark",1998,"05"
"3757",73994887.2282322,27845,"en",3.443916,NA,95,"Released","Trees Lounge",6.7,51,"Comedy","Drama",NA,NA,1996,"10"
"3758",1300000,25784,"vi",0.072066,639000,135,"Released","Journey from the Fall",5,1,"Drama",NA,NA,NA,2006,"02"
"3759",63223708.5636781,52790,"en",0.430758,619042,105,"Released","The Basket",6.5,6,"Drama",NA,NA,NA,2000,"05"
"3760",73154017.0572904,100275,"en",0.143784,1632,79,"Released","Eddie: The Sleepwalking Cannibal",6.1,30,"Horror","Comedy","Det Danske Filminstitut","Canada",2012,"04"
"3761",37918292.4796126,295914,"ky",0.077873,NA,135,"Released","Queen of the Mountains",0,0,"Drama","Action","Kirghizfilm","Kyrgyz Republic",2014,"08"
"3762",78077090.2315944,42033,"en",0.319792,NA,88,"Released","Def-Con 4",2.8,10,"Science Fiction",NA,"New World Pictures","Canada",1985,"03"
"3763",1e+06,19187,"en",1.600797,NA,85,"Released","The Hebrew Hammer",5.9,18,"Action","Comedy","ContentFilm","United States of America",2003,"01"
"3764",53493683.6772822,46415,"en",0.285131,NA,122,"Released","Neal 'n' Nikki",2.3,4,"Comedy","Romance","Yash Raj Films","India",2005,"12"
"3765",107556061.896719,38570,"en",5.628399,NA,82,"Released","The 41â€“Yearâ€“Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It",3.2,34,"Comedy",NA,"Silver Nitrate Films","United States of America",2010,"06"
"3766",38223975.3497153,27588,"en",5.065752,NA,103,"Released","Forget Me Not",5,66,"Drama","Horror","Capstone Entertainment Group","United States of America",2009,"10"
"3767",1288000,223,"en",18.426825,6e+06,130,"Released","Rebecca",7.7,336,"Drama","Mystery","Selznick International Pictures","United States of America",1940,"04"
"3768",1250000,9725,"en",16.517777,21722776,87,"Released","Friday the 13th Part 2",6,315,"Horror","Thriller","Paramount Pictures","United States of America",1981,"05"
"3769",1250000,28580,"en",6.903314,1.1e+07,101,"Released","The Lost Weekend",7.4,112,"Drama",NA,"Paramount","United States of America",1945,"11"
"3770",1250000,23730,"en",4.45544,3412497,88,"Released","C.H.U.D.",5.3,62,"Horror","Science Fiction","New World Pictures","United States of America",1984,"08"
"3771",26238116.3921414,84197,"en",0.106949,NA,100,"Released","Filly Brown",5.9,10,"Drama",NA,NA,NA,2013,"04"
"3772",1.5e+07,46256,"en",0.165909,NA,87,"Released","The Lion of Judah",5.8,2,"Adventure","Animation","Sunrise Productions","United States of America",2011,"06"
"3773",1250000,19997,"en",9.903992,8500000,92,"Released","Niagara",6.7,79,"Crime","Drama","Twentieth Century Fox Film Corporation","United States of America",1953,"01"
"3774",1250000,43266,"en",7.70019,6e+06,118,"Released","How Green Was My Valley",6.8,72,"Drama",NA,"Twentieth Century Fox Film Corporation","United States of America",1941,"10"
"3775",27409384.930399,278316,"en",4.480579,NA,123,"Released","Da Sweet Blood of Jesus",4.1,13,"Thriller","Comedy","40 Acres & A Mule Filmworks","United States of America",2014,"06"
"3776",1200000,1412,"en",10.869492,NA,100,"Released","Sex, Lies, and Videotape",6.7,185,"Drama",NA,"Miramax Films","United States of America",1989,"08"
"3777",3e+06,39939,"en",16.312803,18492362,100,"Released","Super Troopers",6.6,362,"Comedy","Crime","Fox Searchlight Pictures","United States of America",2001,"01"
"3778",1,357834,"en",0.025364,NA,99,"Released","The Algerian",0,0,NA,NA,"Zelko Films","Algeria",2015,"08"
"3779",1300000,215924,"es",1.473405,NA,87,"Released","The Amazing Catfish",5.7,17,"Comedy","Drama","Cine Canibal","Mexico",2013,"08"
"3780",81992914.5298827,480,"hi",8.109958,NA,114,"Released","Monsoon Wedding",6.8,57,"Comedy","Drama","IFC Films","India",2001,"08"
"3781",56100782.2793459,14295,"en",7.142448,NA,111,"Released","You Can Count on Me",6.8,88,"Drama","Romance","Cappa Productions","United States of America",2000,"11"
"3782",1200000,11219,"en",6.920873,7e+06,99,"Released","The Trouble with Harry",6.9,149,"Comedy","Mystery","Paramount Pictures","United States of America",1955,"10"
"3783",20704510.4634081,20770,"en",4.826908,NA,85,"Released","But I'm a Cheerleader",6.5,101,"Comedy",NA,"Ignite Entertainment","United States of America",1999,"09"
"3784",1200000,176124,"en",3.085411,2861020,114,"Released","Home Run",6.3,24,"Drama",NA,"Samuel Goldwyn","United States of America",2013,"04"
"3785",56661134.2378768,60400,"en",1.280733,NA,88,"Released","The Blue Bird",6.4,8,"Drama","Family","Twentieth Century Fox Film Corporation","United States of America",1940,"01"
"3786",49649963.4745962,310569,"pt",9.683622,NA,110,"Released","The Second Mother",7.8,165,"Drama",NA,"Gullane Entretenimento S.A.","Brazil",2015,"02"
"3787",1250000,98369,"en",1.6116,NA,106,"Released","Blue Like Jazz",5.8,25,"Drama","Comedy","Ruckus Films","United States of America",2012,"04"
"3788",44310212.8676834,114065,"en",0.002386,NA,88,"Released","Down & Out With The Dolls",0,0,"Comedy","Music",NA,NA,2003,"03"
"3789",9e+05,89750,"en",0.097913,25000,97,"Released","Pink Ribbons, Inc.",6.8,6,"Documentary",NA,"National Film Board of Canada (NFB)","United States of America",2011,"09"
"3790",1200000,49951,"en",0.047781,NA,85,"Released","Certifiably Jonathan",0,0,"Comedy",NA,NA,NA,2007,"03"
"3791",1344000,86331,"fr",20.422246,NA,103,"Released","Desire",4.1,140,"Drama","Romance","Acajou Films","France",2011,"09"
"3792",37082909.8298161,355629,"en",0.021678,NA,98,"Released","The Blade of Don Juan",0,0,"Drama","Comedy",NA,NA,2013,"10"
"3793",48689589.8703766,16433,"en",1.998557,NA,88,"Released","Grand Theft Parsons",6,11,"Crime","Comedy",NA,NA,2003,"06"
"3794",75444541.976786,15544,"en",8.148187,NA,88,"Released","Extreme Movie",3.9,44,"Comedy",NA,"FlipZide Pictures","United States of America",2008,"12"
"3795",1200000,43884,"en",2.968235,2736000,115,"Released","The Charge of the Light Brigade",6.8,18,"Action","Adventure","Warner Bros.","United States of America",1936,"10"
"3796",113868555.305511,107315,"en",1.36514,NA,0,"Released","Below Zero",4.4,12,"Thriller","Horror",NA,"Canada",2011,"10"
"3797",1200000,137955,"en",0.057564,NA,84,"Released","Crowsnest",4.8,12,NA,NA,NA,"Canada",2012,"01"
"3798",2600000,13064,"en",8.001156,2850263,91,"Released","Airborne",6.1,20,"Action","Adventure",NA,"United States of America",1993,"09"
"3799",1200000,59917,"en",1.079125,NA,97,"Released","Cotton Comes to Harlem",6.7,13,"Action","Adventure",NA,NA,1970,"05"
"3800",12674688.3991872,157422,"en",1.906151,NA,91,"Released","The Wicked Within",4.2,26,"Horror",NA,"After Dark Films","United States of America",2015,"10"
"3801",54428062.3013159,310933,"en",0.100533,NA,0,"Released","Bleeding Hearts",2,1,"Horror",NA,NA,NA,2013,"06"
"3802",3e+06,7553,"en",10.230583,18637690,94,"Released","Waiting...",6.2,237,"Comedy",NA,"L.I.F.T. Production","United States of America",2005,"10"
"3803",11055767.3992953,12877,"en",12.818441,NA,90,"Released","Dead Man's Shoes",7.2,151,"Drama","Thriller","EM Media","United Kingdom",2004,"09"
"3804",1100000,39895,"en",1.220072,1400000,99,"Released","From a Whisper to a Scream",6.8,15,"Comedy","Horror","Conquest Productions","United States of America",1987,"09"
"3805",68489999.9999999,102840,"en",0.014406,NA,0,"Released","Sex With Strangers",5,1,"Documentary",NA,NA,NA,2002,"02"
"3806",1596010,55616,"en",0.552361,NA,75,"Released","Dracula: Pages from a Virgin's Diary",6.9,8,"Horror",NA,"Canadian Broadcasting Corporation (CBC)","Canada",2002,"02"
"3807",43394212.4043071,29697,"en",0.147886,NA,97,"Released","Faith Like Potatoes",6,9,"Drama",NA,"Global Creative Studios","South Africa",2006,"10"
"3808",1100000,50037,"en",7.717237,NA,110,"Released","Beyond the Black Rainbow",5.7,77,"Fantasy","Science Fiction","Chromewood Productions","Canada",2010,"12"
"3809",1100000,94329,"id",40.285095,4105187,101,"Released","The Raid",7.3,1055,"Action","Thriller","Celluloid Dreams","Indonesia",2011,"09"
"3810",198950823.068246,53502,"en",0.249457,NA,90,"Released","The Dead Undead",3.1,6,"Horror","Science Fiction",NA,NA,2010,"05"
"3811",33675840.7284428,202604,"en",0.447166,NA,0,"Released","The Vatican Exorcisms",4.4,11,"Horror","Documentary",NA,NA,2013,"05"
"3812",878000,289,"en",43.729123,10462500,102,"Released","Casablanca",7.9,1422,"Drama","Romance","Warner Bros.","United States of America",1942,"11"
"3813",101112508.427202,27374,"en",4.653047,NA,84,"Released","Lake Mungo",6.1,90,"Horror","Thriller","Mungo Productions","Australia",2008,"06"
"3814",1250000,26815,"hi",3.000435,NA,156,"Released","Rocket Singh: Salesman of the Year",7,27,"Drama","Comedy","Yash Raj Films","India",2009,"12"
"3815",1e+06,811,"en",11.095414,NA,89,"Released","Silent Running",6.3,177,"Adventure","Drama","Universal Pictures","United States of America",1972,"03"
"3816",82011668.4529652,244776,"en",0.926084,NA,92,"Released","The Sleepwalker",4.1,7,"Drama",NA,"Tandem Pictures","Norway",2014,"01"
"3817",1e+06,5769,"en",2.833166,37600000,128,"Released","Tom Jones",6.1,39,"Adventure","Comedy","Woodfall Film Productions","United Kingdom",1963,"10"
"3818",1e+06,277685,"en",41.972329,62882090,82,"Released","Unfriended",5.5,1047,"Horror","Thriller","Bazelevs Production","United States of America",2015,"04"
"3819",1e+06,11298,"en",6.532855,17985893,91,"Released","The Howling",6.4,161,"Drama","Horror","AVCO Embassy Pictures","United States of America",1981,"04"
"3820",950000,646,"en",48.901542,59600000,110,"Released","Dr. No",6.9,940,"Adventure","Action","United Artists","Jamaica",1962,"10"
"3821",34804692.4351,93856,"en",20.649145,18112929,88,"Released","Chernobyl Diaries",4.9,483,"Horror","Thriller","Alcon Entertainment","United States of America",2012,"05"
"3822",1e+06,9003,"en",22.583834,14564027,94,"Released","Hellraiser",6.9,449,"Horror",NA,"New World Pictures","United Kingdom",1987,"09"
"3823",5e+06,347126,"en",6.96858,23507567,121,"Released","God's Not Dead 2",5.7,72,"Drama",NA,"Pure Flix Productions","United States of America",2016,"04"
"3824",1e+06,10092,"en",6.926926,10047674,90,"Released","Cry_Wolf",5.6,126,"Horror","Thriller","Universal Pictures","United States of America",2005,"09"
"3825",1e+06,10643,"ja",3.322721,10037390,107,"Released","Godzilla 2000",5.9,43,"Adventure","Horror","Toho Film (Eiga) Co. Ltd.","Japan",1999,"12"
"3826",3500000,46705,"en",26.881611,16566240,112,"Released","Blue Valentine",6.9,890,"Drama","Romance","Hunting Lane Films","United States of America",2010,"12"
"3827",1e+06,546,"en",9.773398,13350369,103,"Released","Transamerica",6.9,144,"Drama",NA,"IFC Films","United States of America",2005,"12"
"3828",1e+06,76487,"en",13.152822,101758490,83,"Released","The Devil Inside",4.6,262,"Thriller","Horror","Room 101","United States of America",2012,"01"
"3829",2090000,5722,"en",4.289003,4e+07,109,"Released","Beyond the Valley of the Dolls",6.6,53,"Comedy","Drama","Twentieth Century Fox Film Corporation","United States of America",1970,"07"
"3830",1e+06,39833,"en",1.444258,9e+06,89,"Released","Love Me Tender",5.5,21,"Drama","Action","Twentieth Century Fox Film Corporation","United States of America",1956,"11"
"3831",1e+06,1781,"en",14.139004,46243000,100,"Released","An Inconvenient Truth",6.7,251,"Documentary",NA,"Lawrence Bender Productions","United States of America",2006,"01"
"3832",1e+06,18712,"en",3.851,7800000,100,"Released","Sands of Iwo Jima",6.2,33,"Action","Drama","Republic Pictures (I)","United States of America",1949,"12"
"3833",58663123.8893146,7944,"en",2.162522,NA,122,"Released","Shine a Light",7.2,44,"Documentary","Music","Concert Promotion International","United Kingdom",2008,"02"
"3834",5e+06,171424,"en",17.845161,6833445,100,"Released","The Green Inferno",5,349,"Action","Adventure","Worldview Entertainment","Canada",2014,"09"
"3835",36383970.0969836,361475,"en",0.42583,NA,109,"Released","Departure",7.5,12,"Drama","Romance","British Film Institute (BFI)","France",2016,"05"
"3836",1e+06,113947,"en",9.115486,9138338,98,"Released","The Sessions",6.6,179,"Drama","Romance","Rhino Films","United States of America",2012,"05"
"3837",32603982.2100907,18570,"en",15.017162,NA,94,"Released","Food, Inc.",7.4,217,"Documentary",NA,"Magnolia Pictures","United States of America",2008,"09"
"3838",39056302.3500257,83860,"en",1.86221,5355847,107,"Released","October Baby",6.8,35,"Drama",NA,NA,"United States of America",2011,"10"
"3839",59471681.9712079,41469,"en",1.334481,NA,96,"Released","Next Stop Wonderland",6,20,"Comedy","Drama",NA,"United States of America",1998,"08"
"3840",48439875.5119435,244772,"en",15.699363,5284309,90,"Released","The Skeleton Twins",6.7,292,"Drama",NA,"Duplass Brothers Productions","United States of America",2014,"01"
"3841",64985486.6829219,50837,"en",17.806082,3538446,101,"Released","Martha Marcy May Marlene",6.7,277,"Drama","Thriller","Cunningham & Maybach Films","United States of America",2011,"10"
"3842",48418556.6342841,248774,"en",10.12895,3123963,83,"Released","Obvious Child",6.7,187,"Comedy","Romance","Sundial Pictures","United States of America",2014,"06"
"3843",39571389.2115941,10183,"en",4.805651,NA,97,"Released","Frozen River",6.7,99,"Drama",NA,"Cohen Media Group","United States of America",2008,"08"
"3844",1e+06,159014,"en",5.247956,NA,89,"Released","20 Feet from Stardom",7.4,85,"Documentary","Music","Tremolo Productions","United States of America",2013,"06"
"3845",1e+06,32456,"en",4.86805,2057193,84,"Released","Two Girls and a Guy",5.4,24,"Drama","Romance","Fox Searchlight Pictures","United States of America",1997,"09"
"3846",70373379.1306681,49963,"en",0.367312,NA,86,"Released","Walking and Talking",6.6,7,"Comedy","Drama","Channel Four Films","Germany",1996,"07"
"3847",1e+06,13508,"en",5.323184,1678874,92,"Released","Who Killed the Electric Car?",7.2,59,"Documentary",NA,"Electric Entertainment","United States of America",2006,"08"
"3848",1e+06,22597,"en",3.424158,1744858,94,"Released","The Broken Hearts Club: A Romantic Comedy",6.3,25,"Comedy","Drama",NA,"United States of America",2000,"02"
"3849",1e+06,9707,"en",9.954848,NA,92,"Released","Bubba Ho-tep",6.7,191,"Comedy","Horror","MGM","United States of America",2002,"06"
